"V1","V2"
"ظالم","negative"
"ظلامي","negative"
"ظلم","negative"
"ظلما","negative"
"ظلمكم","negative"
"ظلمه","negative"
"ظلمونا","negative"
"عاجز","negative"
"عار","negative"
"عارا","negative"
"عاله","negative"
"عانو","negative"
"عانى","negative"
"عاهات","negative"
"عاهرات","negative"
"عاوي","negative"
"عبيدهم","negative"
"عتبي","negative"
"عجاف","negative"
"عجز","negative"
"عجزتم","negative"
"عجزوا","negative"
"عدر","negative"
"عدو","negative"
"عدو الله","negative"
"عدوكم","negative"
"عديمين الدين","negative"
"عذاب","negative"
"عذابك","negative"
"عذرا","negative"
"عشوائيه","negative"
"عصابات","negative"
"عصابته","negative"
"عصابه","negative"
"عظم الله","negative"
"عفاش","negative"
"عفن","negative"
"عقيم","negative"
"عماله","negative"
"عمياا","negative"
"عميل","negative"
"عنصري","negative"
"عنصرية","negative"
"عنصريه","negative"
"عنف","negative"
"عنفا","negative"
"عنيف","negative"
"عنيفه","negative"
"عويل","negative"
"عيب","negative"
"غادر","negative"
"غادره","negative"
"غاراتها","negative"
"غاضبه","negative"
"غاضبون","negative"
"غاضه","negative"
"غبائهم","negative"
"غباا","negative"
"غبنه","negative"
"غبي","negative"
"غبية","negative"
"غبيه","negative"
"غثيث","negative"
"غدر","negative"
"غدرا","negative"
"غدرت","negative"
"غدره","negative"
"غرر","negative"
"غرروا","negative"
"غريب","negative"
"غضب","negative"
"غضبا","negative"
"غضبت","negative"
"غضبكم","negative"
"غفلتك","negative"
"غلطه","negative"
"غيا","negative"
"غير سوي","negative"
"غير مقنعه","negative"
"غير مهنيه","negative"
"غيرمهنيه","negative"
"فاحثوا في وجهه التراب","negative"
"فاحش","negative"
"فاسد","negative"
"فاسدة","negative"
"فاسده","negative"
"فاسق","negative"
"فاشل","negative"
"فاشلة","negative"
"فاشله","negative"
"فاشي","negative"
"فاضاع","negative"
"فاضح","negative"
"فاضحه","negative"
"فاقد","negative"
"فتركت","negative"
"فتكا","negative"
"فتمادي","negative"
"فتن","negative"
"فتنة","negative"
"فتنه","negative"
"فجر","negative"
"فجرت","negative"
"فجره","negative"
"فجور","negative"
"فجورا","negative"
"فخ","negative"
"فرار","negative"
"فرس النهر","negative"
"فرعون","negative"
"فساد","negative"
"فسادا","negative"
"فستكره","negative"
"فشل","negative"
"فشلا","negative"
"فشلت","negative"
"فشله","negative"
"فصلبت","negative"
"فضح","negative"
"فضحت","negative"
"فضحتهم","negative"
"فضحتي","negative"
"فضحهم","negative"
"فضيحه","negative"
"فطايس","negative"
"فقدت","negative"
"فكيدوا","negative"
"فوضى","negative"
"فينتقمون","negative"
"قاتل","negative"
"قاتل الله","negative"
"قاتلهم الله","negative"
"قاتلي","negative"
"قاذف","negative"
"قاسية","negative"
"قبح","negative"
"قبح الله","negative"
"قبحك","negative"
"قبحك الله","negative"
"قبحهم الله","negative"
"قبيح","negative"
"قتال","negative"
"قتل","negative"
"قتلا","negative"
"قتلت","negative"
"قتلنا","negative"
"قتله","negative"
"قتلهم","negative"
"قتلوا","negative"
"قتلوه","negative"
"قتلى","negative"
"قذارة","negative"
"قذارتهم","negative"
"قذاره","negative"
"قذر","negative"
"قذره","negative"
"قرد","negative"
"قزم","negative"
"قساوه","negative"
"قسموك","negative"
"قصف","negative"
"قصفو","negative"
"قطع","negative"
"قطيع","negative"
"قلة الادب","negative"
"قلة الأدب","negative"
"قلة الحياء","negative"
"قلة الحياا","negative"
"قلة المروؤه","negative"
"قليل خاتمه","negative"
"قمع","negative"
"قنص","negative"
"قهر","negative"
"قهرا","negative"
"كابوس","negative"
"كاذب","negative"
"كاذبه","negative"
"كارثه","negative"
"كارثيا","negative"
"كارهيين","negative"
"كافر","negative"
"كالبهائم","negative"
"كاهن","negative"
"كذاب","negative"
"كذابه","negative"
"كذابين","negative"
"كذب","negative"
"كذبا","negative"
"كذبت","negative"
"كذبتم","negative"
"كذبكم","negative"
"كذبه","negative"
"كذبهم","negative"
"كذبوا","negative"
"كراهيه","negative"
"كره","negative"
"كرهنا","negative"
"كرهه","negative"
"كفار","negative"
"كفر","negative"
"كفرت","negative"
"كلاب","negative"
"كلب","negative"
"كلزق","negative"
"كمدنا","negative"
"كيدكم","negative"
"لؤم","negative"
"لئيم","negative"
"لا اتشرف","negative"
"لا اثق","negative"
"لا احترم","negative"
"لا تخجل","negative"
"لا حل","negative"
"لا سامح","negative"
"لا يعطيه","negative"
"لابارك الله","negative"
"لابواكي","negative"
"لابورك فيه","negative"
"لاتعليق","negative"
"لاحول ولاقوه","negative"
"لادين","negative"
"لارهابهم","negative"
"لاشرف","negative"
"لاشهامه","negative"
"لاعباده","negative"
"لاعقل","negative"
"لاعن","negative"
"لافكر","negative"
"لامرجله","negative"
"لامرواه","negative"
"لانخوخ","negative"
"لانخوه","negative"
"لانقلبت","negative"
"لايرضبه","negative"
"لايوفقهم","negative"
"لتتباكوا","negative"
"لجرائم","negative"
"لجرحي","negative"
"لجريمة","negative"
"لجلد","negative"
"لجم","negative"
"لجهل","negative"
"لجهله","negative"
"لحرمان","negative"
"لحزنوا","negative"
"لحظر","negative"
"لحقد","negative"
"لخسائر","negative"
"لخوفكم","negative"
"لسخافتكم","negative"
"لسيئه","negative"
"لص","negative"
"لطائفيه","negative"
"لطخ","negative"
"لطم","negative"
"لظلم","negative"
"لظلم الأبرياء","negative"
"لعائن","negative"
"لعن","negative"
"لعن الله","negative"
"لعنا","negative"
"لعنة","negative"
"لعنة الله","negative"
"لعنة الله عليك","negative"
"لعنك الله","negative"
"لعنكم","negative"
"لعنكم الله","negative"
"لعنه","negative"
"لعنه الله","negative"
"لعنهم","negative"
"لعنهم الله","negative"
"لعنهما","negative"
"لعين","negative"
"لفاشل","negative"
"لقتلنا","negative"
"لقطاا","negative"
"للاحتجاج","negative"
"للارهاب","negative"
"للاساءه","negative"
"للاسف","negative"
"للأسف","negative"
"للباطل","negative"
"للتغطيه","negative"
"للجاهليه","negative"
"للحرب","negative"
"للحرق","negative"
"للخنزير","negative"
"للسعيم","negative"
"للضعفاء","negative"
"للظلم","negative"
"للعربده","negative"
"للعنف","negative"
"للغضب الشعبي","negative"
"للقتل","negative"
"للقتله","negative"
"للكلاب","negative"
"للكلب","negative"
"للمتباكين","negative"
"للمحرقه","negative"
"للمنافقين","negative"
"للهالكي","negative"
"لم احب","negative"
"لمحاربه","negative"
"لن تطيب","negative"
"لن يرضى","negative"
"لن يفلح","negative"
"لنبكيهم","negative"
"لندعس","negative"
"لهجمات","negative"
"ليقتص","negative"
"مؤامرات","negative"
"مؤخراتهم","negative"
"مؤذي","negative"
"مؤلم","negative"
"مؤلمة","negative"
"مؤلمه","negative"
"ما اغباكم","negative"
"ما عنده سالفه","negative"
"مات","negative"
"ماتت","negative"
"ماتت رجولتنا","negative"
"ماساه","negative"
"ماشافت","negative"
"ماشافت الخير","negative"
"ماكر","negative"
"ماهضمته","negative"
"مايبان فيهم الخير","negative"
"مايحز","negative"
"مايسويها","negative"
"مبطن","negative"
"متخاذلون","negative"
"متخلف","negative"
"متخلفين","negative"
"متزلف","negative"
"متشدد","negative"
"متصهين","negative"
"متضايق","negative"
"متطرف","negative"
"متعاطين","negative"
"متمرد","negative"
"متمردي","negative"
"متملق","negative"
"مجازر","negative"
"مجرم","negative"
"مجرمي","negative"
"مجرمين","negative"
"مجرومون","negative"
"مجزره","negative"
"مجنون","negative"
"مجوس","negative"
"مجوسي","negative"
"مجوسيه","negative"
"محتلين","negative"
"محرض","negative"
"محرضين","negative"
"محروق","negative"
"محروما","negative"
"محزن","negative"
"محظوره","negative"
"محنة","negative"
"محنه","negative"
"مخاوف","negative"
"مختل","negative"
"مخجل","negative"
"مخدرات","negative"
"مخرب","negative"
"مخزي","negative"
"مخطط صهيوني","negative"
"مخيفه","negative"
"مدمره","negative"
"مذبحة","negative"
"مذبحه","negative"
"مراجعه","negative"
"مرتدين","negative"
"مرتزق","negative"
"مرتزقه","negative"
"مرض","negative"
"مرعبه","negative"
"مرعوبي","negative"
"مرفوضه","negative"
"مروعه","negative"
"مريض","negative"
"مريضه","negative"
"مزار","negative"
"مزبلة","negative"
"مزبله","negative"
"مستفز","negative"
"مستهدف","negative"
"مستهدفون","negative"
"مسخره","negative"
"مسكين","negative"
"مسلحة","negative"
"مسموم","negative"
"مسمومه","negative"
"مشين","negative"
"مصخره","negative"
"مصيبه","negative"
"مضاربات","negative"
"مضايقه","negative"
"مضر","negative"
"مطاطئين","negative"
"مطعونه","negative"
"مظاهرات","negative"
"مظاهره","negative"
"مظلم","negative"
"مظلمه","negative"
"مظلوم","negative"
"مظلوما","negative"
"مع الاسف","negative"
"معاقبون","negative"
"معاناه","negative"
"معتوه","negative"
"معصبة","negative"
"معصية","negative"
"معصيه","negative"
"معطله","negative"
"مغتصبا","negative"
"مغدور","negative"
"مغدورا","negative"
"مغفل","negative"
"مغلوبه","negative"
"مفتري","negative"
"مفترين","negative"
"مفسده","negative"
"مقتل","negative"
"مقتولا","negative"
"مقزز","negative"
"مقززة","negative"
"مقززه","negative"
"مقلق","negative"
"مقهور","negative"
"مقهورين","negative"
"مقيته","negative"
"مكر","negative"
"مكرهم","negative"
"مكروهه","negative"
"مكشوفين","negative"
"مكلوم","negative"
"ملاعين","negative"
"ملعوب","negative"
"ملعون","negative"
"منافق","negative"
"منافقون","negative"
"منبطحين","negative"
"منبوذه","negative"
"منحرف","negative"
"منحرفه","negative"
"منحط","negative"
"منحطه","negative"
"مهازل","negative"
"مهبول","negative"
"مهدده","negative"
"مهزومون","negative"
"موجع","negative"
"موجوعون","negative"
"ميته","negative"
"نابحي","negative"
"نار","negative"
"ناقص","negative"
"ناقصه","negative"
"ناقصين","negative"
"ناكر","negative"
"نباحك","negative"
"نباحكم","negative"
"نبح","negative"
"نتنه","negative"
"نجتث","negative"
"نجس","negative"
"نجوس","negative"
"نحرقكم","negative"
"ندعس","negative"
"ندمر","negative"
"نذالته","negative"
"نذبحهم","negative"
"نزع","negative"
"نستامن","negative"
"نشكو","negative"
"نصابين","negative"
"نعال","negative"
"نعاني","negative"
"نعجه","negative"
"نعرات الطائفيه","negative"
"نعزي","negative"
"نعش","negative"
"نعل","negative"
"نفاق","negative"
"نفضح","negative"
"نقضي","negative"
"نكرا","negative"
"نكراا","negative"
"نكره","negative"
"نهاية","negative"
"نهاية ال سعود","negative"
"نهاية دولة","negative"
"نهايه","negative"
"نهب","negative"
"نهيق","negative"
"نواح","negative"
"نيران الغضب","negative"
"هاجم","negative"
"هاجمت","negative"
"هاجموا","negative"
"هالكلاب","negative"
"هبوط","negative"
"هتك","negative"
"هتك الاعراض","negative"
"هجمات","negative"
"هجوم","negative"
"هجومك","negative"
"هجومية","negative"
"هدد","negative"
"هراا","negative"
"هرج","negative"
"هزلت","negative"
"هستيريا","negative"
"هلاك","negative"
"هلاكهم","negative"
"هم داعش","negative"
"همجي","negative"
"همجيه","negative"
"هوان","negative"
"هوانهم","negative"
"هياط","negative"
"هيجان","negative"
"و المستحمرين","negative"
"وااسفي","negative"
"وابادت","negative"
"واتفوه","negative"
"واجرام","negative"
"واذناب","negative"
"واذنابها","negative"
"وإرهاب","negative"
"واستنكارنا","negative"
"واضطهاد","negative"
"واطي","negative"
"وال سلول","negative"
"والاباضيه","negative"
"والإرهاب","negative"
"والتطرف","negative"
"والجرائم","negative"
"والحروب","negative"
"والخبثاا","negative"
"والخراب","negative"
"والخنزيره","negative"
"والخوف","negative"
"والخونه","negative"
"والرافضه","negative"
"والروافض","negative"
"والقتل","negative"
"والكلاب","negative"
"والمخلوع","negative"
"والمشريدن","negative"
"والمضطهدون","negative"
"والمفسد","negative"
"واهانه","negative"
"واهم","negative"
"واهيه","negative"
"وبئس","negative"
"وتتقهقر","negative"
"وتحرق","negative"
"وتخبط","negative"
"وتزيف","negative"
"وتمنع","negative"
"وتنبش","negative"
"وتنهب","negative"
"وتهديدات","negative"
"وجوع","negative"
"وحرقوا","negative"
"وحشيه","negative"
"وحصار","negative"
"وحمير","negative"
"وخائن","negative"
"وخائنا","negative"
"وخدعهم","negative"
"وخسه","negative"
"وخوف","negative"
"وخيانه","negative"
"وخيمه","negative"
"ودم","negative"
"ورم","negative"
"وزعزعه","negative"
"وزعيق","negative"
"وزنديقكم","negative"
"وساخه","negative"
"وسحبت","negative"
"وسخ","negative"
"وسخه","negative"
"وسرقه","negative"
"وسيئه","negative"
"وصمة","negative"
"وصمه","negative"
"وضيع","negative"
"وضيه","negative"
"وظلمهم","negative"
"وعدونا","negative"
"وعفوش","negative"
"وغدارين","negative"
"وفتل","negative"
"وفجر","negative"
"وفجرت","negative"
"وقاحه","negative"
"وقاسي","negative"
"وقح","negative"
"وقسوه","negative"
"وقصف","negative"
"وقلق","negative"
"وقمع","negative"
"وكفار","negative"
"وكلاب","negative"
"وكلب","negative"
"ولئيمه","negative"
"وللعدوان","negative"
"ومخاوف","negative"
"ومرج","negative"
"ومنافقونا","negative"
"ومنافقوها","negative"
"ومنعهم","negative"
"ونجاسته","negative"
"وهزائم","negative"
"وهلاك","negative"
"وهمي","negative"
"وهمية","negative"
"وهميه","negative"
"ويبغضونه","negative"
"ويتناسون","negative"
"ويح","negative"
"ويحرض","negative"
"ويحرقون","negative"
"ويدمر","negative"
"ويذم","negative"
"ويسرقو","negative"
"ويشوه","negative"
"ويعبس","negative"
"ويقتل","negative"
"ويقتلون","negative"
"ويلعن","negative"
"يؤسفنا","negative"
"ياتبن","negative"
"ياجحوش","negative"
"ياحثاله","negative"
"ياحيف","negative"
"ياحيوانات","negative"
"ياخاين","negative"
"ياخبيث","negative"
"ياخساره","negative"
"ياروافض","negative"
"يازباله","negative"
"ياسويد","negative"
"ياكلب","negative"
"يالخبيث","negative"
"يالواطي","negative"
"يامتخلف","negative"
"يامجوس","negative"
"يامرتزق","negative"
"يامغيب","negative"
"يامغيبين","negative"
"يباد","negative"
"يبتز","negative"
"يبرر","negative"
"يبطش","negative"
"يتساقطون","negative"
"يتطاول","negative"
"يتظاهرون","negative"
"يتعصب","negative"
"يتهموا","negative"
"يتهمون","negative"
"يتوعد","negative"
"يتوهم","negative"
"يجترون","negative"
"يجني","negative"
"يجهلون","negative"
"يحارب","negative"
"يحاربوا","negative"
"يحتجون","negative"
"يحرض","negative"
"يحرقون","negative"
"يحطمون","negative"
"يخاف","negative"
"يخبثون","negative"
"يخدعوننا","negative"
"يخذلونكم","negative"
"يخسا","negative"
"يخسأ","negative"
"يخسه","negative"
"يخسى","negative"
"يخون","negative"
"يخونوا","negative"
"يدرعمون","negative"
"يدمر","negative"
"يدنس","negative"
"يدوس","negative"
"يدين","negative"
"يدينان","negative"
"يذبحون","negative"
"يذل","negative"
"يذموا","negative"
"يرثى","negative"
"يرشقون","negative"
"يرفض","negative"
"يرفضون","negative"
"يروج","negative"
"يزكون","negative"
"يزيفون","negative"
"يسب","negative"
"يستحمر","negative"
"يستنكر","negative"
"يستنكرون","negative"
"يستهبل","negative"
"يستهتر","negative"
"يسقط","negative"
"يسيء","negative"
"يسيؤون","negative"
"يسيئون","negative"
"يشتم","negative"
"يشتمونهم","negative"
"يشجب","negative"
"يصارخون","negative"
"يصرخ","negative"
"يصرخون","negative"
"يصفي","negative"
"يضيع","negative"
"يطرده","negative"
"يطعن","negative"
"يعاقب","negative"
"يعاقبنا","negative"
"يعانيع","negative"
"يعبثون","negative"
"يعتدي","negative"
"يعترض","negative"
"يعترضون","negative"
"يعطلون","negative"
"يعوي","negative"
"يغتال","negative"
"يغدرون","negative"
"يغيب","negative"
"يفتري","negative"
"يفتقرون","negative"
"يفتن","negative"
"يفسدون","negative"
"يفضح","negative"
"يفضحهم","negative"
"يقتل","negative"
"يقتلان","negative"
"يقتلون","negative"
"يقصف","negative"
"يقضي","negative"
"يكذب","negative"
"يكذبون","negative"
"يكره","negative"
"يكرهون","negative"
"يكرهونه","negative"
"يكفر","negative"
"يكفرنا","negative"
"يلجم","negative"
"يلصقونها","negative"
"يلطم","negative"
"يلطمون","negative"
"يلع","negative"
"يلعن","negative"
"يلعنك","negative"
"يمجد","negative"
"يمكرون","negative"
"ينبح","negative"
"ينبحون","negative"
"ينتقد","negative"
"ينتقم","negative"
"ينخرون","negative"
"يندد","negative"
"ينزف","negative"
"ينهب","negative"
"ينهق","negative"
"يهاجم","negative"
"يهاجمون","negative"
"يهتزم","negative"
"يهجر","negative"
"يهدد","negative"
"يهدده","negative"
"يهود خيبر","negative"
"يوجع","negative"
