M676126203279974400,1, السماح_بالسينما_في_السعوديه كلمه_تقولها_لغالي السينما_السعوديه السعوديه السينما سينما كفى اشاعات ,سلبي,لا يمكن تحديده
M676112893591556096,1, السماح_بالسينما_في_السعوديه كلن عنده تلفزيون في بيته والاغلب بلازما طفى النور وسو لنفسك جو وحط بجنبك فشار وعصير وعش جوك,سلبي,محايد
M676093427814146048,3, السماح_بالسينما_في_السعوديه كلنا سافرنا ودخلنا سينما ولا شفنا شيا يعيق انها تكون موجوده في بلادنا البعض مكبرين الموضوع وه ,كلاهما,إيجابي
M676106574830678016,1, السماح_بالسينما_في_السعوديه كلنا نشوف الرسيفرات شي عادي بنفس الصياح هاذا كانو قبل سنوات محرمين الرسيفرات منجدكم,سلبي,محايد
M676114233428414464,1, السماح_بالسينما_في_السعوديه كله ك م اساس له من الصحه,سلبي,لا يمكن تحديده
M676099599673786368,1, السماح_بالسينما_في_السعوديه كله كوم واللي يقولون كويس بدال مانسافر ندور سينما كوم ثاني ليه محسسيني ان السينما هي كل ,سلبي,لا يمكن تحديده
M676094574171963392,1, السماح_بالسينما_في_السعوديه كلها كانت خط احمر تلفزيون جوال كميره والان سينما وحتى لاتدخل السينما ابحثو عن شبابكم اين يسهرون ليلهم ومع من,سلبي,لا يمكن تحديده
M676117151913119744,1, السماح_بالسينما_في_السعوديه كنا بدنا نكتب بكيييييير ونبارك طلع الخبر منفي ,لا يمكن تحديده,سخرية
M676100613135048704,1, السماح_بالسينما_في_السعوديه كنا ولا زلنا احجار على الشطرنج بغونا مطاوعه و قروا صرنا بغونا متفتحين و ليبراليين نصير اوراق على طاوله قمار,سلبي,لا يمكن تحديده
M676097729026768896,2, السماح_بالسينما_في_السعوديه كنت حاسه سبحان الله انه اشاعه حالفين مافي وسائل ترفيه غير الاكل والنوم والطقطقه ع احلام ,سلبي,سخرية
M676118870076366848,1, السماح_بالسينما_في_السعوديه كويس لو يفتحون سينما لنا عشان الشعب حقينا يخففون زحمه جسر البحرين ,سخرية,إيجابي
M676112259828043776,1, السماح_بالسينما_في_السعوديه كيف بديت بالزنا و الخمور والله كانت نيتي اروح عشان بس سينما من الجانب الاخر ليه منعتوا السينما حرام ,سلبي,سخرية
M676102862166990848,1, السماح_بالسينما_في_السعوديه كيف ماعندنا سينما وهذولا وين راحو هم السينما للسعوديه الله يخليهم لنا ,لا يمكن تحديده,سخرية
M676122768434446336,1, السماح_بالسينما_في_السعوديه كيف نظام السينما خليطي بليطي ولا فيه ستاره بالنص طمنونا ,سخرية,محايد
M676120926531035136,1, السماح_بالسينما_في_السعوديه لا اشتهي سينما وما شابهها اريد ان اقود سيارتي بيداي ,سلبي,لا يمكن تحديده
M676093662200246272,1, السماح_بالسينما_في_السعوديه لا اعتقد ان شيا كان رافضه والد سلمان واخوان سلمان السابقين جميع ان ياتي سلمان ويسمح به كلنا ثقه فيك ياسلمان ,لا يمكن تحديده,إيجابي
M676108333644951552,3, السماح_بالسينما_في_السعوديه لا اله الا انت سبحانك اني كنت من الظالمين ,محايد,لا يمكن تحديده
M676108631662817280,1, السماح_بالسينما_في_السعوديه لا تاخذون الاشياا من افواه العامه وهنالك جهات رسميه لنا كمرجع ومصدر والذي بادر بالنفي الاشاعه وكاله يقولون ,سلبي,محايد
M676121224393674752,1, السماح_بالسينما_في_السعوديه لا تشيل هم المستقبل راح تموت ب اذن الله ,سخرية,لا يمكن تحديده
M676093018559127552,15, السماح_بالسينما_في_السعوديه لا تصدقوا حتى تروا ,سلبي,سخرية
M676108171514105856,2, السماح_بالسينما_في_السعوديه لا تصيرون حساسين بزياده ترا مافي فرق ,لا يمكن تحديده,محايد
M676125523848863744,1, السماح_بالسينما_في_السعوديه لا تفرحو و تتحمسو ,سلبي,محايد
M676129555913023488,1, السماح_بالسينما_في_السعوديه لا تكن في الخلوات ابليس وبين الناس قديس ,لا يمكن تحديده,محايد
M676121840155275264,1, السماح_بالسينما_في_السعوديه لا جديد مواضيع تشتيت الشعب عن الفضائح والكوترث الحاصله,سلبي,محايد
M676097656633081856,1, السماح_بالسينما_في_السعوديه لا سينما لا انديه لا مسارح لا حدائق لا لا لا نعم للتخلف والرجعيه نعم للجهل والاميه,سلبي,سخرية
M676093944766275584,1, السماح_بالسينما_في_السعوديه لا شوي شوي وتخرب السعوديه مافيه سنيما ,سلبي,سخرية
M676112463927078912,1, السماح_بالسينما_في_السعوديه لا صراحه ما نبي اجل لا رحنا دبي وقطر وش نسوي خلوها هناك ونسافر لها ابرك احس تصير مالها طعم لو صارت عندنا ,سلبي,إيجابي
M676113023648571392,1, السماح_بالسينما_في_السعوديه لا لا انتو بصراحه شعب ماخذينها على محمل الفساد ارتقو وراح تصير زي اي سنما بالعالم بس ببداياتها زحمه وشكرا,كلاهما,سلبي
M676104839370301440,1, السماح_بالسينما_في_السعوديه لا للاقليه نعم للاغلبيه هيئه الاذاعه و التلفزيون متحفظه ريموت التحكم لدى الاقليه ديمقراطيه ,لا يمكن تحديده,محايد
M676119759864377344,1, السماح_بالسينما_في_السعوديه لا مانع ولا ضير يا رعاك الله من وجود سينما بضوابط بهذا الشكل المخيس طبعا ,سلبي,سخرية
M676130526835642368,1, السماح_بالسينما_في_السعوديه لا مزح هيا لعرض افلام الوهابيه خدمه ل امريكا و اسرائيل,سلبي,لا يمكن تحديده
M676128683229388800,1, السماح_بالسينما_في_السعوديه لا هذي اتوقع جد بتصير ,لا يمكن تحديده,محايد
M676122421859086336,1, السماح_بالسينما_في_السعوديه لا و مو موافقين بعد من كثر وسائل المتعه عندهم م يبون اكثر مريضين و الا كيف ,سلبي,لا يمكن تحديده
M676103062839271424,1, السماح_بالسينما_في_السعوديه لا ولن يتم ذلك بيئه المجتمع السعودي ترفض هذا الاجراا هي اشاعات جس نبض الشارع ,سلبي,محايد
M676095206102552576,1, السماح_بالسينما_في_السعوديه لا ونغيض المطاوعه والكويتيين ,سلبي,لا يمكن تحديده
M676093939502481408,1, السماح_بالسينما_في_السعوديه لا يجوز اظاهر الفتاه ب الافلام ,لا يمكن تحديده,محايد
M676106592727666688,1, السماح_بالسينما_في_السعوديه لا يجوز خوفا من الوقوع في الزنا في العتمه ,سخرية,لا يمكن تحديده
M676098461545209856,1, السماح_بالسينما_في_السعوديه لاتتفق الحرمين والسينما في ارض واحده كما لا تتواجد الملائكه والشياطين في مكان واحد ,سلبي,محايد
M676114661901750272,1, السماح_بالسينما_في_السعوديه لاتحاولون مافي امل ,سلبي,سخرية
M676095009825910784,1, السماح_بالسينما_في_السعوديه لاتصيرون مخفات ,سلبي,سخرية
M676108844624388096,1, السماح_بالسينما_في_السعوديه لاتطفش مانبيها,سلبي,سخرية
M676094179529879552,1, السماح_بالسينما_في_السعوديه لاتفرحون كثير مافيه الخبر مهب صحيح ,سلبي,سخرية
M676096768803778560,1, السماح_بالسينما_في_السعوديه لاتكفون انا بالبيت محد يخليني اتفرج فلم على بعضه بروح سيما انا وجهي واتربع واكل فوشار اصبروا لين يكبرون عيالي,سخرية,لا يمكن تحديده
M676097554652774400,1, السماح_بالسينما_في_السعوديه لاجل الله ثم لاجل الحب و لاجل الانسانيه لحد يكتب ذبه الفيلم بيصير عشر دقايق بسبب التقطيع ,سخرية,لا يمكن تحديده
M676127365601353728,1, السماح_بالسينما_في_السعوديه لاحظوا بني لبرال بداوا بالفرحه ثم بلاسهتزاا ثم بيان فرحتهم ثم التباكي على تكذيب الخبر ,سلبي,لا يمكن تحديده
M676114694701215744,7, السماح_بالسينما_في_السعوديه لاحول ولا قوه الا بالله ,محايد,لا يمكن تحديده
M676119725068414976,1, السماح_بالسينما_في_السعوديه لاداعي للسينما والتلفزيون لان الايفون والاجهزه الذكيه سحبت البساط منهم واصبحنا لانتابع الشاشات بوجود الايفون,سلبي,محايد
M676104779479818240,1, السماح_بالسينما_في_السعوديه لازال المرا يكذب ويتحرى الكذب حتى يكتب عند الله كذابا التاكد من صحه الخبر قبل النشر وعدم نشر الاشاعات ,محايد,لا يمكن تحديده
M676101814308184064,1, السماح_بالسينما_في_السعوديه لازم تكون عندنا بحفرالباطن لاننا شعب مثقف ونجيد اللغه الانجليزيه بطلاقه,سخرية,لا يمكن تحديده
M676103990740959232,1, السماح_بالسينما_في_السعوديه لاصحه لمايتداول بهذا الشان هم يريدون السينما ولكن لن تقوم بمملكتنا وسلمان الحزم حي يرزق ,سلبي,إيجابي
M676121506380955648,1, السماح_بالسينما_في_السعوديه لاغير مسموح,سلبي,لا يمكن تحديده
M676093443383369728,1, السماح_بالسينما_في_السعوديه لان مافي فلم الا وفيه حريم تتوقعون بيحطون حريم بيحطون لكم فلم وثائقي يسلكون لكم ,سلبي,سخرية
M676098255202222080,3, السماح_بالسينما_في_السعوديه لانحتاج الى سينما والله فلم السابعه_تقترب عن الف فلم بهوليود فسنه يكون درامي واللي بعدها ك ,سخرية,لا يمكن تحديده
M676112659297734656,9, السماح_بالسينما_في_السعوديه لتعلم الجاليه الليبراليه وداعميها وكل من يقف معها ان عقيدتنا واعراضنا ومناهجنا وقيمنا خط احمر ول ,سلبي,محايد
M676102558440660992,1, السماح_بالسينما_في_السعوديه لحد يشتط ويبثرنا بطاري الليبراليه ترا زي ماتتابعون افلام ببيوتكم هذاهم بيعرضونها لكم بصاله سينما,سلبي,لا يمكن تحديده
M676127884998811648,1, السماح_بالسينما_في_السعوديه لحد يفرح يااعزائي الاولاد بيخلونها للعوائل بس وهذا وجهي ,سلبي,سخرية
M676101692723712000,1, السماح_بالسينما_في_السعوديه لزوم نشوف السينما يربع هههه بس خل عقب ماتخلص طفه الربع ,سخرية,إيجابي
M676121428043894784,2, السماح_بالسينما_في_السعوديه لست معارض لوجود السيمنا في السعوديه بس لا تقولون من اجل الرقي بالمجتمع اغلب الافلام دعاره و ,سلبي,محايد
M676116840553295872,3, السماح_بالسينما_في_السعوديه لست من محبي السينما ولكن من المعيب والمخزي ان نكون في بدايه 2016 ميلادي ومازال هناك من يحارب الف ,سلبي,لا يمكن تحديده
M676095573750095872,1, السماح_بالسينما_في_السعوديه لست مؤيده ولاكن اصبحت الاستراحات كزينوهات لشباب ونحن نرفض السينما بينما هي موجوده في المتنزهات مع البث المباشر,سلبي,لا يمكن تحديده
M676113810848137216,1, السماح_بالسينما_في_السعوديه لعبوا بمشاعرنا,سلبي,سخرية
M676094485034606592,1, السماح_بالسينما_في_السعوديه لعععبو عليكم ي المخفات ,سلبي,سخرية
M676115112713969664,6, السماح_بالسينما_في_السعوديه لكل دعاه الحريه والانفتاح فتح الله رؤوسهم دام هذا الاس د موجود زيد الصبر عندك حبيبي ,سلبي,لا يمكن تحديده
M676095333865299968,4, السماح_بالسينما_في_السعوديه لكل منا يوجد بمنزله ماهو اخطر من السينما الدش الانترنت البلاستيشن فضررها اكثر من نفعها ليتنا ,سلبي,محايد
M676093794547277824,1, السماح_بالسينما_في_السعوديه لللللنننننننننننننن تسوقي ,لا يمكن تحديده,سخرية
M676094581105139712,1, السماح_بالسينما_في_السعوديه لللييششش لاا ,إيجابي,لا يمكن تحديده
M676127543334969344,3, السماح_بالسينما_في_السعوديه للمعترضين هونوا الامر ترى المساله مساله شباب منسدحين في المقلط ومشغلين فلم ويتقهوون السين ,إيجابي,محايد
M676099265085710336,1, السماح_بالسينما_في_السعوديه لله الحمد ان ولاه الامر لايقفون عند توافه وشهوات بنو علمان,سلبي,إيجابي
M676103668668702720,5, السماح_بالسينما_في_السعوديه لله الحمد من قبل ومن بعد تم نفي ذلك بشكل رسمي ,سلبي,إيجابي
M676093786712330240,27, السماح_بالسينما_في_السعوديه لم الحق بدور السينما التي منعت في الثمانينيات لكن بعدها المكتبه العامه بجده كانت تعرض لمترتاديه ,محايد,لا يمكن تحديده
M676093542779998208,1, السماح_بالسينما_في_السعوديه لم تعد السينما موضوع يستحق كل هذه الضجه لكن الموضوع اصبح تحدي وصدام بين تيارات مختلفه ,سلبي,لا يمكن تحديده
M676127080560599040,1, السماح_بالسينما_في_السعوديه لم يسمحو للنسساا بدخول الملاعب امام الكل سيسمحون بدخولها لسينما مظلمه ومغلقه ,سلبي,سخرية
M676117742366416896,1, السماح_بالسينما_في_السعوديه لما سمعو هذا الخبر سيبو سكايب وعيكون السينماا البديل بس انصدمو عند سماع النفي مالهم الا سكايب ,لا يمكن تحديده,سخرية
M676104763566628864,1, السماح_بالسينما_في_السعوديه لما ضمنوا ان الحرب قربت فالوا خن نمتعهم قبل يفطسون,سلبي,لا يمكن تحديده
M676113959674597376,1, السماح_بالسينما_في_السعوديه لماذا المجتمع خائف من دور السينمات والتورنت وام بي سي وشوتايم فهموني,محايد,لا يمكن تحديده
M676103540167868416,1, السماح_بالسينما_في_السعوديه لماذا ترتبط السينما بالفساد تستطيع ان تنتج من السينما ما ينافس الافلام العالميه وباخلاق وقيم ساميه ,إيجابي,محايد
M676102427687407616,1, السماح_بالسينما_في_السعوديه لمتى يبقى شبابنا تحت رحمه تيار ديني متشدد متزمت يحلل زواج المسيار عشان يستمتع ويحرم السينما لانه مايعرف وشهي,سلبي,لا يمكن تحديده
M676106839357001728,2, السماح_بالسينما_في_السعوديه لن اعارض ولن اؤيد يمكن تكون او لا تكون فلماذا اكون انا التي تكون gt تاكل شقلاطه,سخرية,محايد
M676107551268827136,1, السماح_بالسينما_في_السعوديه لو افتتحوه بامر ملكي بنشوف خرابيطكم ذي ولا بتقولون سلمان المتفتح سلمان الرايع وكما هي عوايدكم ,سلبي,لا يمكن تحديده
M676099903311978496,1, السماح_بالسينما_في_السعوديه لو سمحو رح تكون الافلام مثل فلم عمر المختار وطقتها لاتتحمسون,سلبي,سخرية
M676121331105181696,1, السماح_بالسينما_في_السعوديه لو سمحوا بالسينما تتوقع زياده بلاوي ,سلبي,لا يمكن تحديده
M676129565614428160,1, السماح_بالسينما_في_السعوديه لو صارت الشعب كلو فاتح سناب يصور الفيلم و محد بيتفرج كويس من البزران لا يفكو سينما بالله خلوهم كدا احسن,سلبي,سخرية
M676118899398701056,3, السماح_بالسينما_في_السعوديه لو فتحو السنما فعلا محد رايح السالفه عناد بالمطاوعه بس,سلبي,لا يمكن تحديده
M676126927636312064,1, السماح_بالسينما_في_السعوديه لو نقول اقروالقران نص ساعه مليتو وعادي تحضرون فلم ساعتين ماتملون عجيب امركم,سلبي,لا يمكن تحديده
M676127466671513600,1, السماح_بالسينما_في_السعوديه لو يستعملوها ف الدعوه الى الله هاجموها وطالبوا باغلاقها مثل المخيمات الدعويه والصيفيه حقيقه السفله,سلبي,لا يمكن تحديده
M676121867170783232,4, السماح_بالسينما_في_السعوديه لي متى همكم سينما ,سلبي,محايد
M676103994134130688,1, السماح_بالسينما_في_السعوديه ليتهم بهذا الاصرار والحماس في مشكله الاسكان والبطاله والصحه وغيرها كثير بس شكلها انحلت وباقي مشكله السينما ,سلبي,لا يمكن تحديده
M676118779030556672,1, السماح_بالسينما_في_السعوديه ليس اكبر همي ولكن من دواعي سروري ولكن ذهب عذر اعتقد سيندم عليه اكثر الشباب فلن نجد الجسر ممتلئا الان ,سخرية,محايد
M676112968044646400,3, السماح_بالسينما_في_السعوديه ليس لان الشعب لا يجد مايشاهده بل لانهم يريدون من الشعب ان يعيش ثقافه مجتمعيه معينه يصبغ بها ,لا يمكن تحديده,إيجابي
M676124282162946048,1, السماح_بالسينما_في_السعوديه ليس موضوع السينماا بالمهم فما يحدث بمنتجعات سكنيه اكثرا فسادا ودمارا ,سلبي,لا يمكن تحديده
M676111823284871168,2, السماح_بالسينما_في_السعوديه ليست المساله سينما هي موجوده مايدعو للريبه ان هناك من تجدهم في كل هاشتاق يدعو للفساد ,سلبي,لا يمكن تحديده
M676103538322350080,1, السماح_بالسينما_في_السعوديه ليست المصيبه في القرار بل في المصدر المتخبط ,سلبي,لا يمكن تحديده
M676111501124575232,2, السماح_بالسينما_في_السعوديه ليست سقطه بل كالعادهجس نبض انامريح نفسي بكوني متشائم دائما واتوقع حجب تويتروغيره قريبا ,سلبي,لا يمكن تحديده
M676109698702163968,1, السماح_بالسينما_في_السعوديه ليش لا ع اساس مانشوف افلام يعني,محايد,إيجابي
M676094885942927360,1, السماح_بالسينما_في_السعوديه ليش ماكفتكم الدشوش فيها اللي يعرض ف السينما وزياده,سلبي,سخرية
M676098210956500992,2, السماح_بالسينما_في_السعوديه ليش مانحتاج سينما خلاص التكنلوجيا في اليد وانتوا باقي تفكروا وتتنفسوا الغبار ياقدمكم حكمه_برجونه,سلبي,محايد
M676112242975375360,1, السماح_بالسينما_في_السعوديه ليش يسمحون و اساسا فيهه سينما ,لا يمكن تحديده,سخرية
M676102547669676032,1, السماح_بالسينما_في_السعوديه م نبغى سينما بس صلحو النت حقكم الله يرضى عليكم ,سلبي,سخرية
M676128946077978624,1, السماح_بالسينما_في_السعوديه ما ادري ليش موضوع السينما في السعوديه مسوي هوس كبير عند الشعب تلفزيون 49 بوصه و سلك HD ل اللابتوب تحل مشاكلكم,سلبي,محايد
M676107485917265920,1, السماح_بالسينما_في_السعوديه ما استبعد راح يكون فيه ستاره تفصل الشباب عن البنات ,سخرية,محايد
M676114802251575296,1, السماح_بالسينما_في_السعوديه ما اعرف ليش مانكون طبيعين مثل كل العالم ليش عندنا تشدد وتزمت بكل شيا على انه غالبيه الشعب متفتح ومتنور,سلبي,محايد
M676122884457254912,1, السماح_بالسينما_في_السعوديه ما بيعطونا اجازه ,لا يمكن تحديده,سخرية
M676122522283307008,1, السماح_بالسينما_في_السعوديه ما طلع الهاشتاق الا فيه حاجه يبونا ننشغل عنها,سلبي,محايد
M676130199591890944,1, السماح_بالسينما_في_السعوديه ما علينا من التاق تم نفي الخبر فيه ناس تحمست كثير للموضوع وتقول السينما في السعوديه بضوابط اسلاميه ,سخرية,لا يمكن تحديده
M676099465879683072,3, السماح_بالسينما_في_السعوديه ما عندي مشكله مع الي يكره السينما ومتضايق من هالخبرلكن الي يسافر عشان السينما ويجي هنا يعارض و ,لا يمكن تحديده,سخرية
M676103685148123136,1, السماح_بالسينما_في_السعوديه ما نبي سينما حسن عسيري و طقته بيستلمونها و بيصير الsequel حق مناحي المسيطر على ايرادات البوكس اوفيس السعودي,سلبي,لا يمكن تحديده
M676105083558449152,1, السماح_بالسينما_في_السعوديه ما وراهم الا الزحمه و السكر في الشوارع من صدقكم هم يجون للسينما,سلبي,لا يمكن تحديده
M676109154210217984,1, السماح_بالسينما_في_السعوديه مااافيييه سينمااا يا اعيوني,سلبي,محايد
M676106314741915648,4, السماح_بالسينما_في_السعوديه ماالهدف من اطلاق هذه الشائعات هل هو محاولهلمعرفهردالفعل مجتمع استنكرالاختلاط في الملاعب ,سلبي,لا يمكن تحديده
M676128819342934016,1, السماح_بالسينما_في_السعوديه مابغيتوا الله ياخذكم ,كلاهما,إيجابي
M676096085941710848,1, السماح_بالسينما_في_السعوديه ماتفرجناتلفزيون نروح سينماا,لا يمكن تحديده,سلبي
M676101090962776064,1, السماح_بالسينما_في_السعوديه ماتوقع هالشي بيصير والدليل حذف تغريده بس انكم اشتطيتوا ,سلبي,لا يمكن تحديده
M676093334172114944,1, السماح_بالسينما_في_السعوديه ماحسيت باي فرحه بالخبر بتاتا لاني عارفه بيعرضون الساكنات في قلوبنا وطقتها ,سخرية,سلبي
M676128090691620864,1, السماح_بالسينما_في_السعوديه مادامت السينما بضوابط فاهلا وسهلا بها هنا عقل يفكر فلا تكبروا الموضوع اكثر ,إيجابي,محايد
M676108564700798976,5, السماح_بالسينما_في_السعوديه مادري وش المتعه في دور السينما اشترك في قناه وحط زوجتك في حضنك والعب بشعر علباها وتابعو فل ,سخرية,محايد
M676116668746190848,1, السماح_بالسينما_في_السعوديه مادري وش فيها السينما يعني ماصارت قضيه رايي عام شوفوا الكويت والبحرين عندهم سينمالكن دولهم من الدول اللي تفشل,سلبي,لا يمكن تحديده
M676123998535753728,1, السماح_بالسينما_في_السعوديه مارايك في وضع دور للسينما بالسعوديه ,محايد,لا يمكن تحديده
M676113739607875584,1, السماح_بالسينما_في_السعوديه مارحت له وانا بوسط اثينا والهند ودبي اروح له بوسط الرياض والله رايحن ل السينما مافيه امل تجي ابد,سلبي,لا يمكن تحديده
M676127268918439936,1, السماح_بالسينما_في_السعوديه ماشااالله الشيا اللي مامنو فايده سريع تنفيذه وميه عمل موقف لفايده شعب ماشفناها ترى والله صار بكل بيت سينما,سلبي,لا يمكن تحديده
M676129933849182208,1, السماح_بالسينما_في_السعوديه ماضنتي وراكم سينما,سلبي,سخرية
M676113940632502272,1, السماح_بالسينما_في_السعوديه ماعاد نبي سينما حقتكم اساسا الشعب كله مختم الافلام كلها,سلبي,سخرية
M676099795149279232,1, السماح_بالسينما_في_السعوديه ماعليه هم لنننن تقوودييييي ,لا يمكن تحديده,سخرية
M676127181823692800,1, السماح_بالسينما_في_السعوديه ماعندكم سالفه بس كلام خرابيط ,سلبي,لا يمكن تحديده
M676096878501634048,1, السماح_بالسينما_في_السعوديه مافيش سيما سامعين ,لا يمكن تحديده,سخرية
M676120441656909824,1, السماح_بالسينما_في_السعوديه مافيه فيلم يخلو من التبويس والنساا احس كل الفلم بيكون كذا ,لا يمكن تحديده,محايد
M676093111932727296,4, السماح_بالسينما_في_السعوديه ماقو سينما عصا الهيئه قامت لكم بالمرصاد ,سلبي,كلاهما
M676112186121560064,1, السماح_بالسينما_في_السعوديه مالداعي للسينما ومالفائده المرجوه منها ,سلبي,محايد
M676111682234642432,1, السماح_بالسينما_في_السعوديه ماله داعي الحماس الزايد خلونا نشوف اخرتها ,سلبي,سخرية
M676096430340243456,1, السماح_بالسينما_في_السعوديه مانبغى سينما نبغى نت زي الخلق وشكرا ,سلبي,سخرية
M676095251161985024,3, السماح_بالسينما_في_السعوديه مانبي سينما نبي شي جديد بار مثلا ,سخرية,سلبي
M676102790331150336,1, السماح_بالسينما_في_السعوديه مانبيها اهم شيا ماسمحو بها يارب لك الحمد ,لا يمكن تحديده,إيجابي
M676113234894716928,1, السماح_بالسينما_في_السعوديه مانقول الا لله المشتكى ,سلبي,لا يمكن تحديده
M676110913527816192,1, السماح_بالسينما_في_السعوديه ماني مصدقه انا غاسله يدي من السعوديه,سلبي,لا يمكن تحديده
M676095975283367936,1, السماح_بالسينما_في_السعوديه مايحدث جس نبض الشعب عموما مافي مشكله في السينما دام فيه رقابه على المحتوى يعني ماله داعي يجسون النبض غباا,سلبي,محايد
M676123057640120320,1, السماح_بالسينما_في_السعوديه مايرفع ضغطي الا القفيط المستذيب اللي يقول ان السينما باب لقياده المراه شدخخخخخخخل ,سلبي,لا يمكن تحديده
M676103906095689728,1, السماح_بالسينما_في_السعوديه مايسويها الملك سلمان دوله دستورها القران والسنه وتطبق الشريعه,سلبي,محايد
M676125075876261888,1, السماح_بالسينما_في_السعوديه مايعرض في التلفاز هو اللي بيعرض في السينما اكثر المؤيدين في السعوديه هم من عباد الشهوه والداعين للانحلال,سلبي,محايد
M676095471077707776,1, السماح_بالسينما_في_السعوديه مب صحيح اشعه,سلبي,محايد
M676107083452911616,3, السماح_بالسينما_في_السعوديه مباحثنا خطيره حط خبر كم ساعه وانفه وخل المضاربه شغاله كم يوم لين نمرر المصيبه الي نبيها وهم ,لا يمكن تحديده,محايد
M676097402433110016,1, السماح_بالسينما_في_السعوديه مبروك السينماا كانت موجوده قبل جهيمان وشلته ومالمانع اذا كانت وفق لضوابط تتوافق مع المجتمع,إيجابي,محايد
M676105503974494208,3, السماح_بالسينما_في_السعوديه مبروك عالافتتاح سينما,إيجابي,محايد
M676097730561855488,3, السماح_بالسينما_في_السعوديه مبروكين باول سينمافي المملكه شكله من بركات الامير العماني ربي يحفظه ويحفظ الملك سلمان ,إيجابي,لا يمكن تحديده
M676128111394742272,1, السماح_بالسينما_في_السعوديه متحمسين وهذي اخرتها ,لا يمكن تحديده,سخرية
M676104443075698688,1, السماح_بالسينما_في_السعوديه متى نفهم ان زمن الحضر انتهى اصبح كل شي في متناول اليد ان لم تزرع القيم والاخلاق فلا مناص من الفساد,محايد,لا يمكن تحديده
M676130426784739328,3, السماح_بالسينما_في_السعوديه متى نفيق من غيوبه الاحلام الى واقع الاولويات في حياتنا و مجتمعنا ونترك اولويات الهوى حواد ,سلبي,لا يمكن تحديده
M676098097286684672,3, السماح_بالسينما_في_السعوديه مجتمعنا سريع في كرههه سريع في حبه اجزم انه لو تم الخبر لانساق الناس اليه في هدوا وتناغم ,سلبي,لا يمكن تحديده
M676101082142011392,1, السماح_بالسينما_في_السعوديه مجرد حلم,سلبي,سخرية
M676125367409762304,1, السماح_بالسينما_في_السعوديه محسسيني ان صاله السينما عراه يسكرون ويمكرون ترا كراسي وشاشه يارجعيين,سلبي,سخرية
M676093227431288832,2, السماح_بالسينما_في_السعوديه محمد العريفي وعايض القرني على الرد كاربت عشان افتتاح فلهم شعب الله المختار ,سخرية,لا يمكن تحديده
M676125366864510976,1, السماح_بالسينما_في_السعوديه محنا متحملين الملحجه ف المولات تبغون سينما بعد ,سلبي,سخرية
M676103741943230464,1, السماح_بالسينما_في_السعوديه مدرب ليش حاسه بتكون افلام مصريه,سخرية,محايد
M676108855881932800,1, السماح_بالسينما_في_السعوديه مدري استانس ولا ازعل مشاعر مختلطه ,سخرية,كلاهما
M676107125874106368,1, السماح_بالسينما_في_السعوديه مدري ليش ماسكه معكم سينما والمشكله كل واحد مزين له غرفه كامله في بيتهم للسينما,سلبي,سخرية
M676102933700812800,1, السماح_بالسينما_في_السعوديه مدري ليه متحمسين كل شي بالنت تلقونه,سلبي,سخرية
M676113812915945472,1, السماح_بالسينما_في_السعوديه مدري ليه مسوين زحمه تبغى فيلم شوف ببيتكم ونت مرتاح يعني لازم تشوف فلم مع ناس ماتعرفهم وزحمه وكذا عالم فاضيه,سلبي,سخرية
M676110434617921536,2, السماح_بالسينما_في_السعوديه مدري وش الشي المميز فيها حتى تطالبون فيهاا نفس متابعتك في البيت لكن بدون خصوصيه واخذ راحه,سلبي,لا يمكن تحديده
M676105251515056128,1, السماح_بالسينما_في_السعوديه مدينه زي جده حيكون فيها مشاريع جديده و اهمها برج الوليد و مشروع قلب جده و غيرها و مافي سينما يلعن ام الفكك,لا يمكن تحديده,سخرية
M676120331896115200,1, السماح_بالسينما_في_السعوديه مراح يرتاح العلمانيين حتى تفتح المراقص وترخص الدعاره وبعدين يقوال اهم شي وعي المجتمع طالبوا بمصانع اسلحه ارجل,سلبي,لا يمكن تحديده
M676122478977155072,1, السماح_بالسينما_في_السعوديه مرحبا بالسينما اذا كانت هناك صاله للسيدات واخرى للرجال وانقراض عباره للعائلات فقط لان الفساد كله يكمن فيها,كلاهما,محايد
M676104691344912384,1, السماح_بالسينما_في_السعوديه مردهم بيفتحون السينما والي كانو معارضين بتشوفونهم بالصف الاول مثل الدشوش والبلوتوث زمان كانو معارضينه ,سلبي,لا يمكن تحديده
M676118966759223296,2, السماح_بالسينما_في_السعوديه مره ثانيه اذا سمحوا طنشوهم وخلوهم ياكلون هوا شافونا مهتمين قاموا يعاندون ,سلبي,محايد
M676129779742064640,1, السماح_بالسينما_في_السعوديه مره ياحظنا فيها عزالله فرحتونا ياليت تنشغوا ف اشياا تفيد الشباب والمجتمع ومشاكل السكن _موب سين ,سلبي,سخرية
M676110916623179776,16, السماح_بالسينما_في_السعوديه مساكن ارامكو فيها سينما و الحريم يسوقن عندنا ارامكو مثل الفاتيكان لها قوانينها الخاصه ,سخرية,محايد
M676095666913984512,1, السماح_بالسينما_في_السعوديه مستحيل اصلا يواافقون لاتتتطايرون ,سلبي,محايد
M676130310950621184,1, السماح_بالسينما_في_السعوديه مستحيل يكون منع السينما سبب ديني واتوقع سياسي لو كان يهتمون في الدين لا اوقفوا قنوات كثيره,سلبي,لا يمكن تحديده
