"V1","V2"
"لعنبوهم","negative"
"لعنهم","negative"
"لعينه","negative"
"لغط","negative"
"لقاطعناهم","negative"
"للاحتيال","negative"
"للافلاس","negative"
"للانحطاط","negative"
"للثقيل","negative"
"للجحيم","negative"
"للخساير","negative"
"للرذيله","negative"
"للسرقه","negative"
"للشكوى","negative"
"للصهاينه","negative"
"للضجر","negative"
"للطغاه","negative"
"للعوق","negative"
"للغضب","negative"
"للقطيع","negative"
"للكذب","negative"
"للمشكله","negative"
"للنار","negative"
"للنصب","negative"
"للنفايات","negative"
"للهط","negative"
"للهلاك","negative"
"للورا","negative"
"لليهود","negative"
"لمتنصفه","negative"
"لنجاسه","negative"
"لهبوط","negative"
"لهط","negative"
"لهطتها","negative"
"لهفتوا","negative"
"لوعتو","negative"
"مؤدلجه","negative"
"مارونيه","negative"
"ماسوني","negative"
"مبالغ","negative"
"مبالغه","negative"
"مبتذل","negative"
"مبطي","negative"
"متبن","negative"
"متبهدله","negative"
"متحالفين","negative"
"متدنيه","negative"
"متذمرون","negative"
"مترديه","negative"
"متسرقون","negative"
"متصهينه","negative"
"متطرفه","negative"
"متطرفين","negative"
"متعوده","negative"
"متعودين","negative"
"متقطع","negative"
"متكبرين","negative"
"متكدر","negative"
"متمرمط","negative"
"مجازره","negative"
"مجرم","negative"
"مجوس","negative"
"مجوسيه","negative"
"محتال","negative"
"محتكر","negative"
"محتكره","negative"
"محذوفه","negative"
"محسوبه","negative"
"مخادعه","negative"
"مخالفات","negative"
"مخبثه","negative"
"مخترقه","negative"
"مخدوعين","negative"
"مخفضه","negative"
"مخنثهم","negative"
"مدقره","negative"
"مذله","negative"
"مرار","negative"
"مرتفع","negative"
"مرتفعه","negative"
"مرتفه","negative"
"مروح","negative"
"مروحين","negative"
"مستغلين","negative"
"مستقعدين","negative"
"مستلعنين","negative"
"مسوقه","negative"
"مشاكلكم","negative"
"مشاكله","negative"
"مشكلتك","negative"
"مشكلتي","negative"
"مشلول","negative"
"مصاصي","negative"
"مصداقيه","negative"
"مضروبه","negative"
"مطابا","negative"
"مطرقه","negative"
"مطلع","negative"
"مظلومين","negative"
"معاداه","negative"
"معادي","negative"
"معاديه","negative"
"معاق","negative"
"معاقه","negative"
"معانات","negative"
"معاناتي","negative"
"معاني","negative"
"معدوم","negative"
"معدومه","negative"
"معطوب","negative"
"معفنه","negative"
"معفنين","negative"
"معقده","negative"
"معلق","negative"
"معيب","negative"
"مغنصبه","negative"
"مفترين","negative"
"مفسد","negative"
"مفقع","negative"
"مفلسه","negative"
"مقاطعتها","negative"
"مقاطعه","negative"
"مقاطعهن","negative"
"مقحبه","negative"
"مقرفه","negative"
"مقطوع","negative"
"مقطوعه","negative"
"مقهورين","negative"
"مكبر","negative"
"مكتسب","negative"
"مكذبكم","negative"
"مكروهه","negative"
"مكفينا","negative"
"مكلف","negative"
"ملحجه","negative"
"ملعون","negative"
"مماطله","negative"
"منافقه","negative"
"منافقوا","negative"
"منتهي","negative"
"منتهيه","negative"
"منحازه","negative"
"منحطه","negative"
"مندس","negative"
"منسوخ","negative"
"منصفه","negative"
"منظمه","negative"
"منقهرين","negative"
"منهبلين","negative"
"منهوب","negative"
"مهني","negative"
"مهوله","negative"
"ميؤوس","negative"
"مينفعش","negative"
"ناركم","negative"
"ناقضين","negative"
"نتحمل","negative"
"نتنكم","negative"
"نتواجه","negative"
"نجسه","negative"
"نحلبه","negative"
"ندفع","negative"
"ندمان","negative"
"نرجع","negative"
"نرفزتوني","negative"
"نرفع","negative"
"نريد","negative"
"نزف","negative"
"نسرق","negative"
"نشتكي","negative"
"نشتم","negative"
"نشكي","negative"
"نصابه","negative"
"نصبا","negative"
"نصبتوها","negative"
"نصبكم","negative"
"نصبهم","negative"
"نصبو","negative"
"نصبوا","negative"
"نضطر","negative"
"نطالب","negative"
"نفايات","negative"
"نفروبك","negative"
"نكذب","negative"
"نكران","negative"
"نلعن","negative"
"نلغي","negative"
"ننزرف","negative"
"نهابه","negative"
"نهبتونا","negative"
"نهبوا","negative"
"نهقت","negative"
"هابطه","negative"
"هاجمو","negative"
"هاجموا","negative"
"هالقذاره","negative"
"هالمترديه","negative"
"هالنصب","negative"
"هتتنفخوا","negative"
"هجوم","negative"
"هدامه","negative"
"هدمت","negative"
"هرمنا","negative"
"هزيله","negative"
"همها","negative"
"همهم","negative"
"واطي","negative"
"واقف","negative"
"واقفه","negative"
"وثخه","negative"
"وسخه","negative"
"وسخين","negative"
"وصمه","negative"
"وقفت","negative"
"ياخدكو","negative"
"ياخذ","negative"
"ياخذك","negative"
"ياخذهم","negative"
"ياخذون","negative"
"ياخذونها","negative"
"ياكلونك","negative"
"يالنصابين","negative"
"يبطئ","negative"
"يبلاهم","negative"
"يتبرا","negative"
"يتبرى","negative"
"يتستر","negative"
"يتعطل","negative"
"يتهم","negative"
"يجعلني","negative"
"يجهل","negative"
"يحاسبكم","negative"
"يحتقرني","negative"
"يحدك","negative"
"يحربكم","negative"
"يحرش","negative"
"يحرقكم","negative"
"يحرقكو","negative"
"يحرقها","negative"
"يحرقهم","negative"
"يحرمونك","negative"
"يحللكم","negative"
"يحلم","negative"
"يخب","negative"
"يخدم","negative"
"يخربيت","negative"
"يخسرهم","negative"
"يخسكم","negative"
"يخفس","negative"
"يخفضون","negative"
"يخلص","negative"
"يخونون","negative"
"يدبل","negative"
"يدقع","negative"
"يذلونا","negative"
"يربحكم","negative"
"يرجكم","negative"
"يرفضونه","negative"
"يرقعو","negative"
"يزرفون","negative"
"يزرفونك","negative"
"يزعجونك","negative"
"يزيل","negative"
"يسامحكم","negative"
"يستحيل","negative"
"يستغرق","negative"
"يستغلو","negative"
"يستغلوا","negative"
"يستهبل","negative"
"يسرقونا","negative"
"يسرقونك","negative"
"يسفكون","negative"
"يسيئ","negative"
"يسيئون","negative"
"يسيا","negative"
"يشتكون","negative"
"يشك","negative"
"يشوهون","negative"
"يصبرنا","negative"
"يصرفونا","negative"
"يضعف","negative"
"يطفش","negative"
"يطيئ","negative"
"يظلمون","negative"
"يعادي","negative"
"يعاندون","negative"
"يعدمكم","negative"
"يعلق","negative"
"يعينا","negative"
"يغبنونك","negative"
"يغثهم","negative"
"يغرمهم","negative"
"يفصل","negative"
"يفضحني","negative"
"يفقركم","negative"
"يفقع","negative"
"يقتص","negative"
"يقطعكم","negative"
"يقطعهم","negative"
"يقطعون","negative"
"يقفلو","negative"
"يقلعكم","negative"
"يقلعه","negative"
"يكرهون","negative"
"يلطون","negative"
"يلعب","negative"
"يلغونه","negative"
"يلفظ","negative"
"يلهطون","negative"
"يمحاهم","negative"
"يمحق","negative"
"يمحيكم","negative"
"يمحيها","negative"
"يمرضكم","negative"
"ينتف","negative"
"ينتقمر","negative"
"ينجلط","negative"
"ينسحب","negative"
"ينصب","negative"
"ينصبون","negative"
"ينصك","negative"
"ينعنكم","negative"
"ينفصل","negative"
"ينقدون","negative"
"ينقص","negative"
"ينقطع","negative"
"ينكرون","negative"
"ينلحس","negative"
"ينهقون","negative"
"يهاجم","negative"
"يهاجمونه","negative"
"يهبها","negative"
"يهز","negative"
"يهود","negative"
"يهوديه","negative"
"اقل","negative"
"الفساد","negative"
"المشكله","negative"
"حرام","negative"
"ضد","negative"
"مشكله","negative"
"اخطر","negative"
"اصعب","negative"
"الضغط","negative"
"غش","negative"
"اخطا","negative"
"اعاني","negative"
"التعاسه","negative"
"حذفت","negative"
"العفن","negative"
"ظلم","negative"
"ضد","negative"
"تفضح","negative"
"تفضحهم","negative"
"اعفن","negative"
"أعفن","negative"
"للاسف","negative"
"للأسف","negative"
