"V1","V2"
"تعبانين","negative"
"تعبت","negative"
"تعبتو","negative"
"تعبتوا","negative"
"تعبثون","negative"
"تعبنا","negative"
"تعذيب","negative"
"تعري","negative"
"تعريه","negative"
"تعصف","negative"
"تعصون","negative"
"تعصي","negative"
"تعطل","negative"
"تعطلت","negative"
"تعقب","negative"
"تعقبين","negative"
"تعلفه","negative"
"تعيس","negative"
"تغرق","negative"
"تغزل","negative"
"تغضب","negative"
"تغطى","negative"
"تغلق","negative"
"تف","negative"
"تفاهاتكم","negative"
"تفاهه","negative"
"تفجع","negative"
"تفجعني","negative"
"تفجير","negative"
"تفجيرات","negative"
"تفركشت","negative"
"تفسخت","negative"
"تفسخي","negative"
"تفسد","negative"
"تفشل","negative"
"تفشلونا","negative"
"تفصيخ","negative"
"تفضحون","negative"
"تفكرون","negative"
"تفككت","negative"
"تفله","negative"
"تفو","negative"
"تقاتل","negative"
"تقاضي","negative"
"تقتحم","negative"
"تقتل","negative"
"تقذفها","negative"
"تقلبات","negative"
"تقلص","negative"
"تقليد","negative"
"تكبرون","negative"
"تكدست","negative"
"تكذب","negative"
"تكره","negative"
"تكسر","negative"
"تكسرت","negative"
"تكفر","negative"
"تلاعب","negative"
"تلايطو","negative"
"تلخبط","negative"
"تلخبطات","negative"
"تلعبون","negative"
"تلميع","negative"
"تلهفون","negative"
"تلوث","negative"
"تماسيح","negative"
"تمزيق","negative"
"تمييع","negative"
"تناقض","negative"
"تناهق","negative"
"تنبح","negative"
"تنبحون","negative"
"تنتحر","negative"
"تنتظر","negative"
"تنتيف","negative"
"تندم","negative"
"تنزع","negative"
"تنزف","negative"
"تنزلون","negative"
"تنكر","negative"
"تنهار","negative"
"تنهب","negative"
"تنهق","negative"
"تهبون","negative"
"تهجير","negative"
"تهددوها","negative"
"تهديد","negative"
"تهور","negative"
"توشك","negative"
"جاهلات","negative"
"جاهلي","negative"
"جثتين","negative"
"جثه","negative"
"جحدوك","negative"
"جحفلونا","negative"
"جحلونا","negative"
"جحيم","negative"
"جدال","negative"
"جدل","negative"
"جراثيم","negative"
"جراح","negative"
"جرفه","negative"
"جريمه","negative"
"جشع","negative"
"جشعا","negative"
"جلطه","negative"
"جن","negative"
"جننونا","negative"
"جنونكم","negative"
"جنونهم","negative"
"جهنم","negative"
"جواسيس","negative"
"حاجه","negative"
"حادث","negative"
"حازمه","negative"
"حاسدينا","negative"
"حاشرين","negative"
"حاقد","negative"
"حتدفع","negative"
"حتدفعوا","negative"
"حثاله","negative"
"حذفت","negative"
"حرام","negative"
"حراميته","negative"
"حراميه","negative"
"حرب","negative"
"حرج","negative"
"حرمان","negative"
"حرماننا","negative"
"حرمتها","negative"
"حرمتهم","negative"
"حرمه","negative"
"حروبكم","negative"
"حريقه","negative"
"حزنت","negative"
"حزينه","negative"
"حسافه","negative"
"حسبنا","negative"
"حسبي","negative"
"حسبيهم","negative"
"حسد","negative"
"حسدكم","negative"
"حسرتي","negative"
"حسره","negative"
"حسو","negative"
"حسوده","negative"
"حسوفه","negative"
"حقد","negative"
"حمار","negative"
"حماقه","negative"
"حمير","negative"
"حنكفر","negative"
"حوادث","negative"
"حوبتكم","negative"
"حوبه","negative"
"حيره","negative"
"حيطفرو","negative"
"خاب","negative"
"خادش","negative"
"خادشه","negative"
"خاطئ","negative"
"خاطئا","negative"
"خاطى","negative"
"خافو","negative"
"خافوا","negative"
"خاقين","negative"
"خالفت","negative"
"خان","negative"
"خاويه","negative"
"خايب","negative"
"خايسه","negative"
"خايفين","negative"
"خاين","negative"
"خبتم","negative"
"خبث","negative"
"خبلان","negative"
"خبيث","negative"
"خبيثه","negative"
"ختفو","negative"
"خدع","negative"
"خدعه","negative"
"خدعوها","negative"
"خذلان","negative"
"خذلانكم","negative"
"خراب","negative"
"خرابي","negative"
"خراف","negative"
"خربانه","negative"
"خربت","negative"
"خربتوا","negative"
"خربتوها","negative"
"خربنا","negative"
"خرطي","negative"
"خرفان","negative"
"خرفانها","negative"
"خزعبلات","negative"
"خسئ","negative"
"خسئتم","negative"
"خسائر","negative"
"خساره","negative"
"خساير","negative"
"خسران","negative"
"خسرنا","negative"
"خسرناها","negative"
"خسيس","negative"
"خطا","negative"
"خطره","negative"
"خطوات","negative"
"خطوره","negative"
"خطير","negative"
"خفس","negative"
"خلكم","negative"
"خلل","negative"
"خلو","negative"
"خمارات","negative"
"خمبقوا","negative"
"خمر","negative"
"خوف","negative"
"خوفا","negative"
"خويش","negative"
"خياس","negative"
"خيب","negative"
"داجين","negative"
"داعش","negative"
"داعشيا","negative"
"داعشيته","negative"
"دبرونا","negative"
"دشير","negative"
"دعاره","negative"
"دلع","negative"
"دلوع","negative"
"دلوعكم","negative"
"دلوعين","negative"
"دما","negative"
"دمار","negative"
"دمارك","negative"
"دمر","negative"
"دمران","negative"
"دمروا","negative"
"دنيئه","negative"
"دنيوي","negative"
"دواعي","negative"
"ديوث","negative"
"ديون","negative"
"ذلنا","negative"
"ذنب","negative"
"ذنبنا","negative"
"ذنبها","negative"
"ذنوب","negative"
"ذنوبكم","negative"
"ذنوبنا","negative"
"ذنوبهم","negative"
"راح","negative"
"راحت","negative"
"رادع","negative"
"راسبين","negative"
"راعوا","negative"
"رافضيين","negative"
"رجعي","negative"
"رجعيه","negative"
"رحمتكم","negative"
"رخيصه","negative"
"ردى","negative"
"رذيله","negative"
"رفاهيه","negative"
"رهبه","negative"
"ريحونا","negative"
"زانيه","negative"
"زبايل","negative"
"زحام","negative"
"زحف","negative"
"زحمه","negative"
"تعبانه","negative"
"زرف","negative"
"زعزعه","negative"
"زعلانين","negative"
"زعلتم","negative"
"زفت","negative"
"زق","negative"
"زلازل","negative"
"زلايب","negative"
"زله","negative"
"زنا","negative"
"زودتوا","negative"
"زودتوها","negative"
"سؤ","negative"
"ساخر","negative"
"ساخن","negative"
"ساذج","negative"
"سافره","negative"
"سافل","negative"
"سافلات","negative"
"سافله","negative"
"سافهه","negative"
"ساقط","negative"
"ساقطه","negative"
"سامجه","negative"
"سبات","negative"
"سبايك","negative"
"مشاكل","negative"
"سبهلله","negative"
"ستتوسلون","negative"
"ستحاسب","negative"
"ستختنق","negative"
"ستخنق","negative"
"سترك","negative"
"ستندم","negative"
"ستنكر","negative"
"ستهلك","negative"
"سحب","negative"
"سخافات","negative"
"سخافه","negative"
"سخريه","negative"
"سخطوا","negative"
"سخف","negative"
"سخيف","negative"
"سخيفه","negative"
"سذاجتهم","negative"
"سذاجه","negative"
"سذج","negative"
"سربوت","negative"
"سرق","negative"
"سرقات","negative"
"سرقت","negative"
"سرقته","negative"
"سرقنا","negative"
"سرقه","negative"
"سرقوا","negative"
"سرقوك","negative"
"سرقوها","negative"
"سطحي","negative"
"سفاسف","negative"
"سفلوا","negative"
"سفه","negative"
"سفها","negative"
"سفههم","negative"
"سفور","negative"
"سفيه","negative"
"سقط","negative"
"سقها","negative"
"سقيمه","negative"
"سلامات","negative"
"سلبا","negative"
"سلبيات","negative"
"سلبياتها","negative"
"سلبيه","negative"
"سلط","negative"
"سلعه","negative"
"سلق","negative"
"سلول","negative"
"سلوليه","negative"
"سماجه","negative"
"سمجت","negative"
"سمجتوها","negative"
"سمكه","negative"
"سننكرها","negative"
"سوء","negative"
"سوا","negative"
"سيء","negative"
"سيئه","negative"
"سيا","negative"
"سيبكي","negative"
"سيحسب","negative"
"سيرتفع","negative"
"سيرفع","negative"
"سيرفعون","negative"
"سيزعج","negative"
"سيستغله","negative"
"سيستغلون","negative"
"سيندم","negative"
"شائعات","negative"
"شائكه","negative"
"شاذ","negative"
"شاهت","negative"
"شحات","negative"
"شذوذ","negative"
"شر","negative"
"شرسه","negative"
"شرك","negative"
"شره","negative"
"شرها","negative"
"شرهم","negative"
"شفاحه","negative"
"شقا","negative"
"شوشره","negative"
"شوكه","negative"
"شوهتكم","negative"
"شيطانيه","negative"
"شين","negative"
"شينه","negative"
"شينها","negative"
"صاجين","negative"
"صاعقه","negative"
"صافرات","negative"
"صال","negative"
"صجه","negative"
"صجيتونا","negative"
"صدع","negative"
"صدعتوا","negative"
"صدمنا","negative"
"صدمني","negative"
"صدمه","negative"
"صراع","negative"
"صعب","negative"
"صعبه","negative"
"صفارات","negative"
"صفعه","negative"
"صفقوني","negative"
"صلب","negative"
"صلبيه","negative"
"صهيون","negative"
"صهيوني","negative"
"ضاع","negative"
"ضاعت","negative"
"ضاعوا","negative"
"ضاقت","negative"
"ضال","negative"
"ضايعه","negative"
"ضايعين","negative"
"ضايق","negative"
"ضبان","negative"
"ضجه","negative"
"ضحاله","negative"
"ضحايا","negative"
"ضحيتها","negative"
"ضحيه","negative"
"ضد","negative"
"ضدنا","negative"
"ضده","negative"
"ضدها","negative"
"ضرب","negative"
"ضربته","negative"
"ضربتين","negative"
"ضربه","negative"
"ضرر","negative"
"ضررا","negative"
"ضررها","negative"
"ضعف","negative"
"ضعفين","negative"
"ضعنا","negative"
"ضعيف","negative"
"ضعيفه","negative"
"ضغط","negative"
"ضفادع","negative"
"ضلاله","negative"
"ضوضا","negative"
"ضياع","negative"
"ضياعا","negative"
"ضيع","negative"
"ضيعت","negative"
"ضيقه","negative"
"ضيقوا","negative"
"ضيم","negative"
"طاحت","negative"
"طارت","negative"
"طاعون","negative"
"طالت","negative"
"طامه","negative"
"طبل","negative"
"طحالب","negative"
"طرد","negative"
"طرش","negative"
"طروش","negative"
"طز","negative"
"طس","negative"
"طعنه","negative"
"طفران","negative"
"طفرت","negative"
"طفشت","negative"
"طفشنا","negative"
"طقطقه","negative"
"طلم","negative"
"طمع","negative"
"طمعا","negative"
"طواريا","negative"
"طولت","negative"
"طولتوه","negative"
"طولوها","negative"
"طيروه","negative"
"ظالم","negative"
"ظلم","negative"
"ظلمكم","negative"
"عاجزون","negative"
"عار","negative"
"عاره","negative"
"عاريات","negative"
"عاريه","negative"
"عاصي","negative"
"عاطلون","negative"
"عالج","negative"
"عالريحه","negative"
"عالزق","negative"
"عالعاهرات","negative"
"عاله","negative"
"عانينا","negative"
"عاهات","negative"
"عاهره","negative"
"عاهرها","negative"
"عبث","negative"
"عبثي","negative"
"عبده","negative"
"عجبا","negative"
"عجبي","negative"
"عجز","negative"
"عجزت","negative"
"عجيب","negative"
"عجيبه","negative"
"عذرا","negative"
"عراه","negative"
"عرقانه","negative"
"عزا","negative"
"عزائنا","negative"
"عزاكم","negative"
"عزانا","negative"
"عصاه","negative"
"عصت","negative"
"عصوا","negative"
"عصيبه","negative"
"عطل","negative"
"عقاب","negative"
"عقابهم","negative"
"عقوبتكم","negative"
"عقوبه","negative"
"علامات","negative"
"علقه","negative"
"عناد","negative"
"عنصريه","negative"
"عنوه","negative"
"عيب","negative"
"غارق","negative"
"غارقا","negative"
"غارقه","negative"
"غاضبه","negative"
"غاطس","negative"
"غافلات","negative"
"غالي","negative"
"غاليه","negative"
"غامرت","negative"
"غبا","negative"
"غبنه","negative"
"غبني","negative"
"غبي","negative"
"غبيه","negative"
"غثا","negative"
"غثيتونن","negative"
"غرروا","negative"
"غرق","negative"
"غرقا","negative"
"غرقان","negative"
"غرقانا","negative"
"غرقانه","negative"
"غرقانين","negative"
"غرقت","negative"
"غرقنا","negative"
"غرقه","negative"
"غزل","negative"
"غزو","negative"
"غش","negative"
"غصب","negative"
"غضب","negative"
"غضبهم","negative"
"غطت","negative"
"غطرسه","negative"
"غفلته","negative"
"غلا","negative"
"غلبان","negative"
"غلط","negative"
"غلطانه","negative"
"غلطه","negative"
"غياب","negative"
"فئر","negative"
"فاضيه","negative"
"فاحش","negative"
"فارغه","negative"
"فاسد","negative"
"فاسده","negative"
"فاسدها","negative"
"فاسدين","negative"
"فاسق","negative"
"فاسقات","negative"
"فاسقه","negative"
"فاشل","negative"
"فاشله","negative"
"فاشلين","negative"
"فاضحا","negative"
"فاضل","negative"
"فاضي","negative"
"فاضين","negative"
"فاضيين","negative"
"فاغر","negative"
"فاغرهم","negative"
"فالتغريب","negative"
"فالذنب","negative"
"فالعقوبه","negative"
"فالقذف","negative"
"فانيه","negative"
"فاهمه","negative"
"فايدتها","negative"
"فايده","negative"
"فتانه","negative"
"فتن","negative"
"فتنه","negative"
"فجروا","negative"
"فجور","negative"
"فجوره","negative"
"فحش","negative"
"فخبتم","negative"
"فدمرنا","negative"
"فرق","negative"
"فساد","negative"
"فسادا","negative"
"فسادها","negative"
"فسادهم","negative"
"فسدت","negative"
"فسده","negative"
"فشل","negative"
"فشلت","negative"
"فشلتونا","negative"
"فشله","negative"
"فشلهم","negative"
"فشيله","negative"
"فضائح","negative"
"فضح","negative"
"فضحت","negative"
"فضحتنا","negative"
"فضحتهم","negative"
"فضحتونا","negative"
"فضيحه","negative"
"فظايح","negative"
"فظيحه","negative"
"ففسقوا","negative"
"فكونا","negative"
"فقد","negative"
"فقدنا","negative"
"فقر","negative"
"فقرا","negative"
"فقيده","negative"
"فقيره","negative"
"فكفوا","negative"
"فلاسف","negative"
"فلاشات","negative"
"فلنخمد","negative"
"فلنرتقي","negative"
"فليتق","negative"
"فليتوها","negative"
"فليحتال","negative"
"فوضويه","negative"
"فوضى","negative"
"فيضان","negative"
"قاتله","negative"
"قادح","negative"
"قاسي","negative"
"قاسيه","negative"
"قاهرني","negative"
"قبح","negative"
"قبحك","negative"
"قبحكم","negative"
"قبحهم","negative"
"قبوركم","negative"
"قبيح","negative"
"قتل","negative"
"قتلت","negative"
"قديم","negative"
"قديمه","negative"
"قذاره","negative"
"قذر","negative"
"قذره","negative"
"قرف","negative"
"قشرا","negative"
"قصقصه","negative"
"قضت","negative"
"قطع","negative"
"قطعان","negative"
"قطعها","negative"
"قطيع","negative"
"قفلت","negative"
"قلت","negative"
"قلق","negative"
"قله","negative"
"قليل","negative"
"قمعي","negative"
"قهر","negative"
"قهرني","negative"
"كئيب","negative"
"كائد","negative"
"كاذبا","negative"
"كاذبه","negative"
"كارثه","negative"
"كازينوهات","negative"
"كاسيات","negative"
"كالكلب","negative"
"كبائر","negative"
"كبح","negative"
"كبد","negative"
"كداب","negative"
"كذاب","negative"
"كذابات","negative"
"كذابين","negative"
"كذب","negative"
"كذبه","negative"
"كذبوا","negative"
"كراتين","negative"
"كرهتونا","negative"
"كروشكم","negative"
"كريه","negative"
"كسر","negative"
"كسرت","negative"
"كسرنا","negative"
"كسلان","negative"
"كش","negative"
"كفار","negative"
"كفايه","negative"
"كفر","negative"
"كفى","negative"
"كلاب","negative"
"كلب","negative"
"كلبيه","negative"
"كمخه","negative"
"كمين","negative"
"كنسل","negative"
"كيدك","negative"
"كيده","negative"
"كيدهم","negative"
"كيفكم","negative"
"لاستشراف","negative"
"لاستغلال","negative"
"لبس","negative"
"لتحرشات","negative"
"لتدمع","negative"
"لتغريب","negative"
"لتفتيت","negative"
"لتفقدها","negative"
"لتقصيره","negative"
"لتمزيق","negative"
"لتنشغل","negative"
"لتوافه","negative"
"لحجنه","negative"
"لحرمتها","negative"
"لخايس","negative"
"لخرق","negative"
"لخطوره","negative"
"لدحديره","negative"
"لسذاجتك","negative"
"لسفها","negative"
"لسوء","negative"
"لسوا","negative"
"لشهواتهم","negative"
"لصوص","negative"
"لعبوب","negative"
"لعقوبه","negative"
"لعن","negative"
"لعنبو","negative"
"لعنبوا","negative"
"لعنه","negative"
"لغطرسه","negative"
"لفساد","negative"
"لقافه","negative"
"لقتل","negative"
"لكرهكم","negative"
"للاختلاط","negative"
"للاستغلال","negative"
"للاسف","negative"
"للاشاعات","negative"
"للتافهين","negative"
"للتبرج","negative"
"للتحايل","negative"
"للتضليل","negative"
"للتقليل","negative"
"للحرب","negative"
"للحمير","negative"
"للخراب","negative"
"للخطر","negative"
"للخلف","negative"
"للدشير","negative"
"للدمار","negative"
"للديوثين","negative"
"للرافضه","negative"
"للريبه","negative"
"للسرف","negative"
"للشيطان","negative"
"للفاحشه","negative"
"للفتن","negative"
"للفتنه","negative"
"للفساد","negative"
"للفقرا","negative"
"للفواحش","negative"
"للكرف","negative"
"للكفر","negative"
"للماحي","negative"
"للمخاطره","negative"
"للمنكر","negative"
"للهاويه","negative"
"للهمج","negative"
"للهو","negative"
"لمخالفه","negative"
"لمزوا","negative"
"لمستشرف","negative"
"لنوقف","negative"
"لهايب","negative"
"لهموجه","negative"
"لوطي","negative"
"لوعه","negative"
"لوموا","negative"
"ليبرنجي","negative"
"ليحزن","negative"
"ليستحلا","negative"
"ليشغل","negative"
"ليهلكون","negative"
"مؤخره","negative"
"مؤسف","negative"
"مؤلم","negative"
"مائلات","negative"
"مائيه","negative"
"مات","negative"
"ماساه","negative"
"ماساوي","negative"
"ماكره","negative"
"ماكو","negative"
"مالت","negative"
"مبتلشين","negative"
"مبذرين","negative"
"مبزره","negative"
"متاخره","negative"
"متاخرين","negative"
"متازمه","negative"
"متبرئين","negative"
"متبرجات","negative"
"متبطعين","negative"
"متجاهل","negative"
"متجنسه","negative"
"متحامل","negative"
"متحطمه","negative"
"متخرفنين","negative"
"متخلف","negative"
"متخلفات","negative"
"متخلفه","negative"
"متخلفين","negative"
"متذمر","negative"
"متراكمه","negative"
"متساهل","negative"
"متسكره","negative"
"متسلخه","negative"
"متشدد","negative"
"متضايق","negative"
"متضرر","negative"
"متضرره","negative"
"متضررين","negative"
"متعالم","negative"
"متعبا","negative"
"متعطله","negative"
"متفجر","negative"
"متفسخه","negative"
"متكاسل","negative"
"متلعثمه","negative"
"متناقض","negative"
"متناقضين","negative"
"متنكه","negative"
"متهاون","negative"
"متوقف","negative"
"متوقفه","negative"
"مثاليه","negative"
"مجازفه","negative"
"مجانين","negative"
"مجاهره","negative"
"مجرمين","negative"
"مجنسه","negative"
"مجهول","negative"
"مجون","negative"
"محارب","negative"
"محاسبتهم","negative"
"محاسبه","negative"
"محاصره","negative"
"محاكمه","negative"
"محدوديه","negative"
"محرم","negative"
"محزن","negative"
"محنه","negative"
"مخادع","negative"
"مخالفه","negative"
"مختل","negative"
"مختلطه","negative"
"مخجل","negative"
"مخجله","negative"
"مخدرات","negative"
"مخدوعات","negative"
"مخرب","negative"
"مخرفنته","negative"
"مخنزه","negative"
"مخيس","negative"
"مخيسه","negative"
"مخيسين","negative"
"مدحدر","negative"
"مدعوس","negative"
"مدفوعين","negative"
"مدلع","negative"
"مدلعين","negative"
"مديون","negative"
"مراقبه","negative"
"مراهقه","negative"
"مرض","negative"
"مرضان","negative"
"مرضانه","negative"
"مرضت","negative"
"مرضى","negative"
"مرعب","negative"
"مرفوض","negative"
"مرمطه","negative"
"مريض","negative"
"مريضين","negative"
"مزابل","negative"
"مزايه","negative"
"مزبله","negative"
"مزري","negative"
"مزعج","negative"
"مساكين","negative"
"مستحيل","negative"
"مستحيله","negative"
"مستعبدين","negative"
"مستفز","negative"
"مستنقع","negative"
"مستنقعات","negative"
"مستهدف","negative"
"مستهدفات","negative"
"مستهلك","negative"
"مستهلكه","negative"
"مسحوب","negative"
"مسختوها","negative"
"مسخره","negative"
"مسخوط","negative"
"مسخوها","negative"
"مسرف","negative"
"مسرمكه","negative"
"مسكين","negative"
"مسكينه","negative"
"مشاكلنا","negative"
"مشغول","negative"
"مشغولون","negative"
"مشغولين","negative"
"مشفح","negative"
"مشفر","negative"
"مشفره","negative"
"مشفولون","negative"
"مشكلتنا","negative"
"مشكله","negative"
"مشوش","negative"
"مشوهه","negative"
"مشينه","negative"
"مصايب","negative"
"مصخت","negative"
"مصخره","negative"
"مصرعه","negative"
"مصيبتنا","negative"
"مصيبتين","negative"
"مصيبه","negative"
"مضيعه","negative"
"مطارده","negative"
"مطايا","negative"
"مطبل","negative"
"مطبلين","negative"
"مطفر","negative"
"مطيه","negative"
"معارض","negative"
"معارضه","negative"
"معارضين","negative"
"معاصي","negative"
"معاقبه","negative"
"معاناه","negative"
"معتوه","negative"
"معصي","negative"
"معضله","negative"
"معفن","negative"
"معقدينا","negative"
"معلقه","negative"
"معوقات","negative"
"معيبا","negative"
"مغبره","negative"
"مغبون","negative"
"مغتصبين","negative"
"مغص","negative"
"مغطاه","negative"
"مغلق","negative"
"مغلقا","negative"
"مغلقه","negative"
"مغلوطه","negative"
"مغمورا","negative"
"مفاتنها","negative"
"مفاسدها","negative"
"مفجرين","negative"
"مفسده","negative"
"مفسدين","negative"
"مفقوده","negative"
"مفلسا","negative"
"مقززه","negative"
"مقصره","negative"
"مقصرين","negative"
"مقطعه","negative"
"مقلب","negative"
"مقهوره","negative"
"مكاويكم","negative"
"مكبرين","negative"
"مكبوته","negative"
"مكروه","negative"
"مكلفه","negative"
"ملاقيف","negative"
"ملتوي","negative"
"ملذاتهم","negative"
"ملعوب","negative"
"ملعونين","negative"
"ملغتوها","negative"
"ملل","negative"
"ملهى","negative"
"ملهيات","negative"
"ملوا","negative"
"مليت","negative"
"ملينا","negative"
"ممزقه","negative"
"ممل","negative"
"ممله","negative"
"مميلات","negative"
"منافق","negative"
"منافقين","negative"
"مناكفه","negative"
"منبطحات","negative"
"منحدرات","negative"
"منحرف","negative"
"منحرفين","negative"
"منحط","negative"
"منحل","negative"
"منحله","negative"
"منخفس","negative"
"منعوه","negative"
"منغمره","negative"
"منقاده","negative"
"منقهر","negative"
"منكر","negative"
"منكرات","negative"
"منهك","negative"
"مهايط","negative"
"مهبول","negative"
"مهترئه","negative"
"مهزله","negative"
"مهزوزه","negative"
"موتو","negative"
"موتوا","negative"
"موجعه","negative"
"ميت","negative"
"ميته","negative"
"نائمه","negative"
"نار","negative"
"نافخه","negative"
"ناقص","negative"
"ناقصنا","negative"
"نبذ","negative"
"نبكي","negative"
"نتبرا","negative"
"نتذمر","negative"
"نترك","negative"
"نتصادم","negative"
"نتصيد","negative"
"نتمادى","negative"
"نتمسك","negative"
"نتهاوش","negative"
"نجاسه","negative"
"نجلطهم","negative"
"نجهل","negative"
"نحتاج","negative"
"نخاطر","negative"
"نخجل","negative"
"نخسي","negative"
"نخشى","negative"
"ندمنا","negative"
"نذمهم","negative"
"نرفض","negative"
"نرهب","negative"
"نزعل","negative"
"نستغرب","negative"
"نشبت","negative"
"نشبه","negative"
"نصاب","negative"
"نصابين","negative"
"نصب","negative"
"نضحي","negative"
"نطابين","negative"
"نطقطق","negative"
"نظلونا","negative"
"نعايرهم","negative"
"نعبث","negative"
"نعنبوكم","negative"
"نعوذ","negative"
"نفاق","negative"
"نفتقدك","negative"
"نفتك","negative"
"نفجر","negative"
"نفذ","negative"
"نفسيه","negative"
"نفوذ","negative"
"نقلد","negative"
"نقلل","negative"
"نقمه","negative"
"نكب","negative"
"نكبنا","negative"
"نكبه","negative"
"نكد","negative"
"نكسه","negative"
"ننتحر","negative"
"ننكر","negative"
"نهاجر","negative"
"نهايتهم","negative"
"نهب","negative"
"نهبوها","negative"
"نهشوا","negative"
"نهيق","negative"
"هالاشاعات","negative"
"هالحثاله","negative"
"هالخرابيط","negative"
"هالسلقه","negative"
"هالشراذم","negative"
"هالشفقه","negative"
"هالشوشره","negative"
"هالفتن","negative"
"هالمساكين","negative"
"هالمشافيح","negative"
"هالنفاق","negative"
"هامشي","negative"
"هامشيه","negative"
"هامه","negative"
"هب","negative"
"هجت","negative"
"هجمه","negative"
"هجمو","negative"
"هدد","negative"
"هددوها","negative"
"هدر","negative"
"هدرها","negative"
"هدف","negative"
"هربا","negative"
"هزلت","negative"
"هلاكهم","negative"
"هلع","negative"
"هم","negative"
"همج","negative"
"همجيته","negative"
"همجيه","negative"
"همكم","negative"
"همنا","negative"
"همه","negative"
"همي","negative"
"هنود","negative"
"هياته","negative"
"هياط","negative"
"هياطك","negative"
"هيام","negative"
"هيج","negative"
"وااسفاه","negative"
"واسفاب","negative"
"واسفاه","negative"
"وجع","negative"
"وجعتوا","negative"
"وراكم","negative"
"وراه","negative"
"ورطنا","negative"
"ورعان","negative"
"وشدعوه","negative"
"وشذا","negative"
"وصخ","negative"
"وطي","negative"
"وع","negative"
"وفاه","negative"
"وقف","negative"
"وقفه","negative"
"وكر","negative"
"وللاسف","negative"
"وماينفع","negative"
"ونغمار","negative"
"وهميه","negative"
"يتفلسف","negative"
"يحسدونا","negative"
"يخالف","negative"
"يخزي","negative"
"يسحبون","negative"
"يفسدون","negative"
"يقذف","negative"
"ويل","negative"
"يلعن","negative"
"ينبح","negative"
"ياخذكم","negative"
"ياخذكو","negative"
"ياخر","negative"
"يالشيفه","negative"
"يالقبيحه","negative"
"ياللاسف","negative"
"يالمشافيح","negative"
"يالوصخين","negative"
"يبتلع","negative"
"يبخس","negative"
"يبرر","negative"
"يبطون","negative"
"يبطي","negative"
"يبعدها","negative"
"يبكي","negative"
"يبلانا","negative"
"يبلشكم","negative"
"يبلشون","negative"
"يتباكون","negative"
"يتبجح","negative"
"يتجاهل","negative"
"يتحسف","negative"
"يتحقق","negative"
"يتحلطم","negative"
"يتحلطمون","negative"
"يتحمل","negative"
"يتخرفن","negative"
"يتدلع","negative"
"يتذمر","negative"
"يتسذبون","negative"
"يتشاكى","negative"
"يتشردون","negative"
"يتصايحون","negative"
"يتصيدون","negative"
"يتضرر","negative"
"يتعاركون","negative"
"يتعب","negative"
"يتعمدون","negative"
"يتفل","negative"
"يتفلسفون","negative"
"يتلذذ","negative"
"يتهكم","negative"
"يتهمونك","negative"
"يتوقف","negative"
"يثور","negative"
"يثير","negative"
"يجادل","negative"
"يجبر","negative"
"يجحدون","negative"
"يجهلون","negative"
"يجيرنا","negative"
"يحاربها","negative"
"يحاربوا","negative"
"يحاري","negative"
"يحاسب","negative"
"يحاصر","negative"
"يحتاج","negative"
"يحتكرون","negative"
"يحذر","negative"
"يحذره","negative"
"يحذفون","negative"
"يحرجني","negative"
"يحرم","negative"
"يحزن","negative"
"يحزنني","negative"
"يحسرتي","negative"
"يحشش","negative"
"يحظهم","negative"
"يختلقون","negative"
"يخرب","negative"
"يخربنها","negative"
"يخزيكم","negative"
"يخسر","negative"
"يخسون","negative"
"يخشى","negative"
"يخفنا","negative"
"يخلف","negative"
"يدافع","negative"
"يدفع","negative"
"يدمر","negative"
"يدهم","negative"
"يذموا","negative"
"يذمونك","negative"
"يرثى","negative"
"يرحل","negative"
"يرحم","negative"
"يرحمك","negative"
"يرفضن","negative"
"يرفعو","negative"
"يرقصون","negative"
"يزعجون","negative"
"يزعل","negative"
"يزعمون","negative"
"يزيلكم","negative"
"يسبها","negative"
"يسبون","negative"
"يسبونها","negative"
"يستحلون","negative"
"يستغل","negative"
"يستنزف","negative"
"يستنفع","negative"
"يستنكر","negative"
"يستهبلون","negative"
"يستهترون","negative"
"يسخرون","negative"
"يسخط","negative"
"يسرق","negative"
"يسب","negative"
"يسكت","negative"
"يشتكي","negative"
"يشتم","negative"
"يشغل","negative"
"يشغلكم","negative"
"يشغلون","negative"
"يشفطون","negative"
"يشفيكم","negative"
"يشككون","negative"
"يشكون","negative"
"يشل","negative"
"يصدع","negative"
"يصرفون","negative"
"يصعب","negative"
"يصيح","negative"
"يصيحون","negative"
"يضر","negative"
"يضلوك","negative"
"يضيع","negative"
"يضيق","negative"
"يطاردهم","negative"
"يطبل","negative"
"يطبلون","negative"
"يطردوني","negative"
"يطقطق","negative"
"يطقطقون","negative"
"يطقطون","negative"
"يطلق","negative"
"يطير","negative"
"يع","negative"
"يعات","negative"
"يعارض","negative"
"يعارضه","negative"
"يعاقبون","negative"
"يعانون","negative"
"يعاني","negative"
"يعبث","negative"
"يعتين","negative"
"يعري","negative"
"يعطل","negative"
"يعقبون","negative"
"يعه","negative"
"يغبن","negative"
"يغرقون","negative"
"يغركم","negative"
"يغفلون","negative"
"يفاقم","negative"
"يفبركون","negative"
"يفتقد","negative"
"يفسدوا","negative"
"يفشل","negative"
"يفشلون","negative"
"يفضح","negative"
"يفكونا","negative"
"يقتلون","negative"
"يقذفها","negative"
"يقشعر","negative"
"يقشونهم","negative"
"يقطع","negative"
